algorithm,params,run-id,accuracy,TPR,TNR,BCR,MCC,DIbinary,DIavgall,CV,H-accuracy,B-accuracy,W-accuracy,Race-accuracy,H-accuracy_over_W-accuracy,B-accuracy_over_W-accuracy,Race-accuracyRatio,diff:W-accuracytoH-accuracy,diff:W-accuracytoB-accuracy,Race-accuracyDiff,H-TPR,B-TPR,W-TPR,Race-TPR,H-TPR_over_W-TPR,B-TPR_over_W-TPR,Race-TPRRatio,diff:W-TPRtoH-TPR,diff:W-TPRtoB-TPR,Race-TPRDiff,H-TNR,B-TNR,W-TNR,Race-TNR,H-TNR_over_W-TNR,B-TNR_over_W-TNR,Race-TNRRatio,diff:W-TNRtoH-TNR,diff:W-TNRtoB-TNR,Race-TNRDiff,H-FPR,B-FPR,W-FPR,Race-FPR,H-FPR_over_W-FPR,B-FPR_over_W-FPR,Race-FPRRatio,diff:W-FPRtoH-FPR,diff:W-FPRtoB-FPR,Race-FPRDiff,H-FNR,B-FNR,W-FNR,Race-FNR,H-FNR_over_W-FNR,B-FNR_over_W-FNR,Race-FNRRatio,diff:W-FNRtoH-FNR,diff:W-FNRtoB-FNR,Race-FNRDiff,H-calibration+,B-calibration+,W-calibration+,Race-calibration+,H-calibration+_over_W-calibration+,B-calibration+_over_W-calibration+,Race-calibration+Ratio,diff:W-calibration+toH-calibration+,diff:W-calibration+toB-calibration+,Race-calibration+Diff,H-calibration-,B-calibration-,W-calibration-,Race-calibration-,H-calibration-_over_W-calibration-,B-calibration-_over_W-calibration-,Race-calibration-Ratio,diff:W-calibration-toH-calibration-,diff:W-calibration-toB-calibration-,Race-calibration-Diff,SG:Race-accuracy,SG:Race-TPR,SG:Race-TNR,SG:Race-BCR,SG:Race-MCC,SG:Race-DIbinary,SG:Race-DIavgall,SG:Race-CV,SG:Race-calibration-,SG:Race-calibration+
Feldman-GaussianNB-DIavgall,lambda=0.0,0,0.925,0.9047619047619048,0.9473684210526315,0.9260651629072681,0.8510644963469901,0.6031746031746031,0.5633012820512822,0.7493734335839599,0.875,1.0,0.8947368421052632,0.9232456140350878,0.9779411764705882,1.1176470588235294,1.0477941176470589,0.9802631578947368,1.1052631578947367,1.0427631578947367,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,1.0,1.0,0.8571428571428571,0.9523809523809524,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.0,0.1428571428571429,0.04761904761904764,0.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.33333333333333337,0.0,0.08333333333333337,0.13888888888888892,3.9999999999999987,0.0,1.9999999999999993,1.25,0.9166666666666666,1.0833333333333333,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.16666666666666666,0.0,0.14285714285714285,0.10317460317460318,1.1666666666666667,0.0,0.5833333333333334,1.0238095238095237,0.8571428571428572,0.9404761904761905,0.9375,0.9444444444444444,0.9285714285714286,0.9365079365079365,0.873015873015873,0.7307692307692308,1.0,0.8299595141700405,0.15384615384615385,0.9444444444444444
Feldman-GaussianNB-DIavgall,lambda=0.05,0,0.925,0.9047619047619048,0.9473684210526315,0.9260651629072681,0.8510644963469901,0.6031746031746031,0.5633012820512822,0.7493734335839599,0.875,1.0,0.8947368421052632,0.9232456140350878,0.9779411764705882,1.1176470588235294,1.0477941176470589,0.9802631578947368,1.1052631578947367,1.0427631578947367,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,1.0,1.0,0.8571428571428571,0.9523809523809524,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.0,0.1428571428571429,0.04761904761904764,0.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.33333333333333337,0.0,0.08333333333333337,0.13888888888888892,3.9999999999999987,0.0,1.9999999999999993,1.25,0.9166666666666666,1.0833333333333333,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.16666666666666666,0.0,0.14285714285714285,0.10317460317460318,1.1666666666666667,0.0,0.5833333333333334,1.0238095238095237,0.8571428571428572,0.9404761904761905,0.9375,0.9444444444444444,0.9285714285714286,0.9365079365079365,0.873015873015873,0.7307692307692308,1.0,0.8299595141700405,0.15384615384615385,0.9444444444444444
Feldman-GaussianNB-DIavgall,lambda=0.1,0,0.925,0.9047619047619048,0.9473684210526315,0.9260651629072681,0.8510644963469901,0.6031746031746031,0.5633012820512822,0.7493734335839599,0.875,1.0,0.8947368421052632,0.9232456140350878,0.9779411764705882,1.1176470588235294,1.0477941176470589,0.9802631578947368,1.1052631578947367,1.0427631578947367,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,1.0,1.0,0.8571428571428571,0.9523809523809524,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1428571428571428,1.1428571428571428,1.1428571428571428,0.0,0.0,0.1428571428571429,0.04761904761904764,0.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.33333333333333337,0.0,0.08333333333333337,0.13888888888888892,3.9999999999999987,0.0,1.9999999999999993,1.25,0.9166666666666666,1.0833333333333333,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.16666666666666666,0.0,0.14285714285714285,0.10317460317460318,1.1666666666666667,0.0,0.5833333333333334,1.0238095238095237,0.8571428571428572,0.9404761904761905,0.9375,0.9444444444444444,0.9285714285714286,0.9365079365079365,0.873015873015873,0.7307692307692308,1.0,0.8299595141700405,0.15384615384615385,0.9444444444444444
Feldman-GaussianNB-DIavgall,lambda=0.15,0,0.9,0.9047619047619048,0.8947368421052632,0.899749373433584,0.799498746867168,0.6785714285714286,0.6622596153846154,0.7969924812030076,0.75,1.0,0.8947368421052632,0.8815789473684211,0.8382352941176471,1.1176470588235294,0.9779411764705883,0.8552631578947368,1.1052631578947367,0.9802631578947367,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,0.8,1.0,0.8571428571428571,0.8857142857142857,0.9333333333333335,1.1666666666666667,1.05,0.942857142857143,1.1428571428571428,1.042857142857143,0.19999999999999996,0.0,0.1428571428571429,0.11428571428571428,1.3999999999999992,0.0,0.6999999999999996,1.057142857142857,0.8571428571428571,0.9571428571428571,0.33333333333333337,0.0,0.08333333333333337,0.13888888888888892,3.9999999999999987,0.0,1.9999999999999993,1.25,0.9166666666666666,1.0833333333333333,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,0.2,0.0,0.14285714285714285,0.11428571428571428,1.4000000000000001,0.0,0.7000000000000001,1.0571428571428572,0.8571428571428572,0.9571428571428572,0.9375,0.9444444444444444,0.9285714285714286,0.9365079365079365,0.873015873015873,0.7307692307692308,1.0,0.8299595141700405,0.16666666666666666,0.9444444444444444
Feldman-GaussianNB-DIavgall,lambda=0.2,0,0.85,0.9047619047619048,0.7894736842105263,0.8471177944862156,0.7013017821381075,0.6959706959706959,0.7026627218934911,0.7919799498746867,0.625,1.0,0.8421052631578947,0.8223684210526315,0.7421875,1.1875,0.96484375,0.7828947368421053,1.1578947368421053,0.9703947368421053,0.6666666666666666,1.0,0.9166666666666666,0.861111111111111,0.7272727272727273,1.090909090909091,0.9090909090909092,0.75,1.0833333333333335,0.9166666666666667,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.33333333333333337,0.0,0.08333333333333337,0.13888888888888892,3.9999999999999987,0.0,1.9999999999999993,1.25,0.9166666666666666,1.0833333333333333,0.5,1.0,0.8461538461538461,0.782051282051282,0.5909090909090909,1.1818181818181819,0.8863636363636365,0.6538461538461539,1.1538461538461537,0.9038461538461537,0.25,0.0,0.16666666666666666,0.13888888888888887,1.5,0.0,0.75,1.0833333333333333,0.8333333333333334,0.9583333333333333,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.7307692307692307,1.0,0.8157894736842105,0.2,0.8947368421052632
Feldman-GaussianNB-DIavgall,lambda=0.25,0,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647911,0.7655677655677656,0.794008875739645,0.8395989974937343,0.75,1.0,0.8421052631578947,0.8640350877192983,0.890625,1.1875,1.0390625,0.9078947368421053,1.1578947368421053,1.0328947368421053,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.0,0.0,0.08333333333333337,0.02777777777777779,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6,1.0,0.8461538461538461,0.8153846153846155,0.7090909090909091,1.1818181818181819,0.9454545454545455,0.7538461538461538,1.1538461538461537,0.9538461538461538,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.9134615384615384,1.0,0.9407894736842105,0.16666666666666666,0.8947368421052632
Feldman-GaussianNB-DIavgall,lambda=0.3,0,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647911,0.7655677655677656,0.794008875739645,0.8395989974937343,0.75,1.0,0.8421052631578947,0.8640350877192983,0.890625,1.1875,1.0390625,0.9078947368421053,1.1578947368421053,1.0328947368421053,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.0,0.0,0.08333333333333337,0.02777777777777779,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6,1.0,0.8461538461538461,0.8153846153846155,0.7090909090909091,1.1818181818181819,0.9454545454545455,0.7538461538461538,1.1538461538461537,0.9538461538461538,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.9134615384615384,1.0,0.9407894736842105,0.16666666666666666,0.8947368421052632
Feldman-GaussianNB-DIavgall,lambda=0.35,0,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647911,0.7655677655677656,0.794008875739645,0.8395989974937343,0.75,1.0,0.8421052631578947,0.8640350877192983,0.890625,1.1875,1.0390625,0.9078947368421053,1.1578947368421053,1.0328947368421053,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.0,0.0,0.08333333333333337,0.02777777777777779,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6,1.0,0.8461538461538461,0.8153846153846155,0.7090909090909091,1.1818181818181819,0.9454545454545455,0.7538461538461538,1.1538461538461537,0.9538461538461538,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.9134615384615384,1.0,0.9407894736842105,0.16666666666666666,0.8947368421052632
Feldman-GaussianNB-DIavgall,lambda=0.4,0,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647911,0.7655677655677656,0.794008875739645,0.8395989974937343,0.75,1.0,0.8421052631578947,0.8640350877192983,0.890625,1.1875,1.0390625,0.9078947368421053,1.1578947368421053,1.0328947368421053,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.0,0.0,0.08333333333333337,0.02777777777777779,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6,1.0,0.8461538461538461,0.8153846153846155,0.7090909090909091,1.1818181818181819,0.9454545454545455,0.7538461538461538,1.1538461538461537,0.9538461538461538,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.9134615384615384,1.0,0.9407894736842105,0.16666666666666666,0.8947368421052632
Feldman-GaussianNB-DIavgall,lambda=0.45,0,0.875,0.9523809523809523,0.7894736842105263,0.8709273182957393,0.7562051853647911,0.7655677655677656,0.794008875739645,0.8395989974937343,0.75,1.0,0.8421052631578947,0.8640350877192983,0.890625,1.1875,1.0390625,0.9078947368421053,1.1578947368421053,1.0328947368421053,1.0,1.0,0.9166666666666666,0.9722222222222222,1.090909090909091,1.090909090909091,1.090909090909091,1.0833333333333335,1.0833333333333335,1.0833333333333335,0.6,1.0,0.7142857142857143,0.7714285714285715,0.84,1.4,1.1199999999999999,0.8857142857142857,1.2857142857142856,1.0857142857142856,0.4,0.0,0.2857142857142857,0.22857142857142856,1.4000000000000001,0.0,0.7000000000000001,1.1142857142857143,0.7142857142857143,0.9142857142857144,0.0,0.0,0.08333333333333337,0.02777777777777779,0.0,0.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.6,1.0,0.8461538461538461,0.8153846153846155,0.7090909090909091,1.1818181818181819,0.9454545454545455,0.7538461538461538,1.1538461538461537,0.9538461538461538,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.90625,0.9444444444444444,0.8571428571428571,0.9007936507936507,0.8096598849105344,0.9134615384615384,1.0,0.9407894736842105,0.16666666666666666,0.8947368421052632
